,query_name,match_name,containment,intersect_hashes,jaccard,max_containment,query_containment_ani,match_containment_ani,max_containment_ani,Sample,acc
22,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR19749291,0.2914798206278027,130,1.90542412689e-05,0.2914798206278027,0.942985829140648,0.5959895651361602,0.942985829140648,SAMN29019224,SRR19749291
23,"GCF_003215395.1 Candidatus Sulcia muelleri, ASM321539v1",SRR7002830,0.2884615384615384,75,0.0004087861775767,0.2884615384615384,0.9425185376035308,0.6897052629421248,0.9425185376035308,SAMN08374217,SRR7002830
24,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR15074133,0.2879464285714285,129,1.70316590816e-05,0.2879464285714285,0.9424383232386008,0.592813204795971,0.9424383232386008,SAMN16357542,SRR15074133
25,"GCF_000521525.1 Buchnera aphidicola str. USDA (Myzus persicae) strain=USDA, ASM52152v1",SRR19140297,0.2866141732283465,182,0.0004100133366975,0.2866141732283465,0.9422302251491846,0.6898041166925856,0.9422302251491846,SAMN28048762,SRR19140297
26,"GCA_000147035.1 Candidatus Sulcia muelleri CARI strain=CARI, ASM14703v1",SRR19355473,0.2846715328467153,78,2.87368814294e-05,0.2846715328467153,0.9419251280079792,0.6077664384640868,0.9419251280079792,SAMN28422185,SRR19355473
27,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR19749288,0.2834821428571428,127,1.86342858534e-05,0.2834821428571428,0.94173735079732,0.5953574216374506,0.94173735079732,SAMN29019235,SRR19749288
28,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR19749281,0.2767857142857143,124,2.2136737916e-05,0.2767857142857143,0.9406659263702328,0.6002607412511674,0.9406659263702328,SAMN29019228,SRR19749281
29,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR15070498,0.2745535714285714,123,1.06535788749e-05,0.2745535714285714,0.9403032929649624,0.5797151562006093,0.9403032929649624,SAMN16357536,SRR15070498
30,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3019180,0.2723214285714285,122,8.87829315541e-05,0.2723214285714285,0.9399378407683456,0.6413103005360512,0.9399378407683456,SAMN04263493,SRR3019180
31,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR14753898,0.2723214285714285,122,1.44650006859e-05,0.2723214285714285,0.9399378407683456,0.5882199820848208,0.9399378407683456,SAMN19595043,SRR14753898
32,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR1222150,0.2700892857142857,121,4.99533905967e-05,0.2700892857142857,0.9395695244933732,0.6239827051771488,0.9395695244933732,SAMN02721327,SRR1222150
33,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR11832377,0.2678571428571428,120,3.31270713046e-05,0.2678571428571428,0.9391982977436486,0.6118954948169648,0.9391982977436486,SAMN14999203,SRR11832377
34,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR19749279,0.2678571428571428,120,1.89504393896e-05,0.2678571428571428,0.9391982977436486,0.595834709823868,0.9391982977436486,SAMN29019230,SRR19749279
35,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR8358421,0.2668161434977578,119,7.05270026557e-05,0.2668161434977578,0.9390241610644492,0.6343174335816989,0.9390241610644492,SAMN03780372,SRR8358421
36,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3109671,0.2668161434977578,119,6.8885433683e-05,0.2668161434977578,0.9390241610644492,0.6336063270263154,0.9390241610644492,SAMN04263499,SRR3109671
37,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR19749286,0.2668161434977578,119,2.13181419179e-05,0.2668161434977578,0.9390241610644492,0.5991846849190566,0.9390241610644492,SAMN29019237,SRR19749286
38,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR15070446,0.265625,119,1.44426099228e-05,0.265625,0.9388241129767017,0.5881766276992879,0.9388241129767017,SAMN16357537,SRR15070446
39,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",DRR216659,0.2633928571428571,118,1.72997850428e-05,0.2633928571428571,0.9384469214657694,0.5932544905553426,0.9384469214657694,SAMD00212909,DRR216659
40,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3109924,0.2633928571428571,118,7.36006367078e-05,0.2633928571428571,0.9384469214657694,0.6356076182516734,0.9384469214657694,SAMN04263506,SRR3109924
41,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR19749278,0.2633928571428571,118,2.11801622292e-05,0.2633928571428571,0.9384469214657694,0.5989994573159922,0.9384469214657694,SAMN29019231,SRR19749278
42,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR8494411,0.2589285714285714,116,1.70832727073e-05,0.2589285714285714,0.937683317142762,0.5928988201552153,0.937683317142762,SAMN10829688,SRR8494411
43,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR14753897,0.2589285714285714,116,1.69407885849e-05,0.2589285714285714,0.937683317142762,0.5926623868332279,0.937683317142762,SAMN19595044,SRR14753897
44,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3028123,0.257847533632287,115,6.5272928819e-05,0.257847533632287,0.937496523231098,0.6319830956629855,0.937496523231098,SAMN04263488,SRR3028123
45,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",DRR236244,0.2566964285714285,115,1.97780047948e-05,0.2566964285714285,0.9372968005886796,0.5970488605521594,0.9372968005886796,SAMD00212908,DRR236244
46,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR23392100,0.2566964285714285,115,4.96670794072e-05,0.2566964285714285,0.9372968005886796,0.6238121959854634,0.9372968005886796,SAMN28513175,SRR23392100
47,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR4250013,0.2556053811659193,114,0.0002090856902854,0.2556053811659193,0.9371067093152532,0.6680207378213905,0.9371067093152532,SAMN05781233,SRR4250013
48,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3028939,0.2544642857142857,114,6.01264554294e-05,0.2544642857142857,0.9369070697181194,0.6295159921359809,0.9369070697181194,SAMN04263491,SRR3028939
49,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR23525766,0.2544642857142857,114,7.63307666555e-05,0.2544642857142857,0.9369070697181194,0.6367115129639289,0.9369070697181194,SAMN32964179,SRR23525766
50,"GCA_011754215.1 Buchnera aphidicola (Periphyllus acericola), QMUL_BucPcola",SRR14589078,0.2527716186252771,114,1.45385354083e-05,0.2527716186252771,0.9366093542624302,0.5883621546243263,0.9366093542624302,SAMN08630204,SRR14589078
51,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3151732,0.2522321428571428,113,0.0004171096149303,0.2522321428571428,0.9365140692502136,0.6903751048675402,0.9365140692502136,SAMN04452058,SRR3151732
52,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR14589076,0.2522321428571428,113,1.75970496755e-05,0.2522321428571428,0.9365140692502136,0.5937360969088387,0.9365140692502136,SAMN08630143,SRR14589076
53,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR13569289,0.2522321428571428,113,1.31052159803e-05,0.2522321428571428,0.9365140692502136,0.5854612363533367,0.9365140692502136,SAMN17393359,SRR13569289
54,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR19749276,0.2511210762331838,112,2.54558703168e-05,0.2511210762331838,0.9363172138579882,0.6042679603755208,0.9363172138579882,SAMN29019233,SRR19749276
55,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3109909,0.25,112,6.89353368075e-05,0.25,0.9361177424536048,0.6336287055976603,0.9361177424536048,SAMN04263502,SRR3109909
56,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR11676752,0.25,112,1.70262033269e-05,0.25,0.9361177424536048,0.5928044137367464,0.9361177424536048,SAMN14814675,SRR11676752
57,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3109983,0.2488789237668161,111,7.12617894926e-05,0.2488789237668161,0.9359174173274604,0.6346312231802406,0.9359174173274604,SAMN04262350,SRR3109983
58,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR10162491,0.2488789237668161,111,2.8422679557e-05,0.2488789237668161,0.9359174173274604,0.6074487351634785,0.9359174173274604,SAMN10711499,SRR10162491
59,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR19749284,0.2488789237668161,111,1.88987735717e-05,0.2488789237668161,0.9359174173274604,0.595757402470865,0.9359174173274604,SAMN29019239,SRR19749284
60,"GCA_011754215.1 Buchnera aphidicola (Periphyllus acericola), QMUL_BucPcola",SRR13132367,0.2483370288248337,112,6.65997497752e-05,0.2483370288248337,0.9358202778178036,0.6325894024199284,0.9358202778178036,SAMN16912280,SRR13132367
61,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3109907,0.2477678571428571,111,5.95475033502e-05,0.2477678571428571,0.9357180310950404,0.6292261536956905,0.9357180310950404,SAMN04263500,SRR3109907
62,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR4250009,0.2477678571428571,111,0.0002031921300576,0.2477678571428571,0.9357180310950404,0.6671120784487501,0.9357180310950404,SAMN05781237,SRR4250009
63,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3038646,0.2466367713004484,110,9.04266906708e-05,0.2466367713004484,0.935514175712182,0.6418719688752149,0.935514175712182,SAMN04263496,SRR3038646
64,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3028125,0.2455357142857142,110,6.26358058153e-05,0.2455357142857142,0.9353148753856604,0.630743348219403,0.9353148753856604,SAMN04263489,SRR3028125
65,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR14589075,0.2455357142857142,110,1.65814255775e-05,0.2455357142857142,0.9353148753856604,0.5920576536661109,0.9353148753856604,SAMN08630231,SRR14589075
66,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR19749285,0.2455357142857142,110,1.69887160947e-05,0.2455357142857142,0.9353148753856604,0.5927422278112854,0.9353148753856604,SAMN29019238,SRR19749285
67,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3109926,0.2443946188340807,109,7.1736483596e-05,0.2443946188340807,0.9351074275984654,0.6348320977896987,0.9351074275984654,SAMN04263507,SRR3109926
68,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR848042,0.2433035714285714,109,0.0001069686650506,0.2433035714285714,0.9349082139248605,0.6470291709740583,0.9349082139248605,SAMN00103070,SRR848042
69,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR13132368,0.2410714285714285,108,4.32354357631e-05,0.2410714285714285,0.9344979836415888,0.6197059480702125,0.9344979836415888,SAMN16912279,SRR13132368
70,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR19749280,0.2399103139013453,107,2.33354466088e-05,0.2399103139013453,0.9342831578055328,0.6017704639635144,0.9342831578055328,SAMN29019229,SRR19749280
71,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",ERR1413709,0.2388392857142857,107,2.0377175811e-05,0.2388392857142857,0.9340841197329428,0.5978982020658065,0.9340841197329428,SAMEA3988093,ERR1413709
72,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3929076,0.2388392857142857,107,0.0001376501447899,0.2388392857142857,0.9340841197329428,0.654849193054308,0.9340841197329428,SAMN02746005,SRR3929076
73,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR15069923,0.2388392857142857,107,1.73833988216e-05,0.2388392857142857,0.9340841197329428,0.5933909153051315,0.9340841197329428,SAMN16357534,SRR15069923
74,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",DRR374876,0.2376681614349775,106,7.78196976337e-05,0.2376681614349775,0.9338655046964008,0.6372982997931891,0.9338655046964008,SAMD00333515,DRR374876
75,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR4125015,0.2376681614349775,106,4.21080229687e-05,0.2376681614349775,0.9338655046964008,0.6189266952493611,0.9338655046964008,SAMN04875588,SRR4125015
76,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR17858480,0.2376681614349775,106,3.11155573089e-05,0.2376681614349775,0.9338655046964008,0.6100732026162725,0.9338655046964008,SAMN25580685,SRR17858480
77,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",ERR1413708,0.2366071428571428,106,2.15684802299e-05,0.2366071428571428,0.933666555599909,0.5995181973412951,0.933666555599909,SAMEA3988092,ERR1413708
78,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR9643267,0.2354260089686098,105,3.32625105846e-05,0.2354260089686098,0.9334440820974348,0.6120149024460719,0.9334440820974348,SAMN09289773,SRR9643267
79,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR18463452,0.2354260089686098,105,2.40176934916e-05,0.2354260089686098,0.9334440820974348,0.6025969276359477,0.9334440820974348,SAMN26850568,SRR18463452
80,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR25909847,0.2354260089686098,105,5.74331013765e-05,0.2354260089686098,0.9334440820974348,0.6281439827878337,0.9334440820974348,SAMN37280766,SRR25909847
81,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR13132366,0.2331838565022421,104,4.66230979793e-05,0.2331838565022421,0.9330188195973832,0.6219365523136708,0.9330188195973832,SAMN16912281,SRR13132366
82,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR14589077,0.2321428571428571,104,1.88523863586e-05,0.2321428571428571,0.9328200508772244,0.5956878389462739,0.9328200508772244,SAMN08630304,SRR14589077
83,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR4250010,0.2309417040358744,103,0.0001960101468553,0.2309417040358744,0.9325896447768834,0.6659710325735483,0.9325896447768834,SAMN05781236,SRR4250010
84,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",ERR1413711,0.2299107142857142,103,3.90108810058e-05,0.2299107142857142,0.9323909674873884,0.6166790108884567,0.9323909674873884,SAMEA3988095,ERR1413711
85,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR2925029,0.2299107142857142,103,9.56635614708e-05,0.2299107142857142,0.9323909674873884,0.6435963998063413,0.9323909674873884,SAMN04262333,SRR2925029
86,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR8494415,0.2299107142857142,103,1.59735044535e-05,0.2299107142857142,0.9323909674873884,0.5910055953329731,0.9323909674873884,SAMN10829686,SRR8494415
87,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3019208,0.2286995515695067,102,9.50651848924e-05,0.2286995515695067,0.932156483131042,0.6434041320575353,0.932156483131042,SAMN04263495,SRR3019208
88,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR16501720,0.2286995515695067,102,3.38954663816e-05,0.2286995515695067,0.932156483131042,0.6125646980266338,0.932156483131042,SAMN19836676,SRR16501720
89,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR2925124,0.2276785714285714,102,9.55142035239e-05,0.2276785714285714,0.9319578981215568,0.6435486243595439,0.9319578981215568,SAMN04262348,SRR2925124
90,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR18462940,0.2276785714285714,102,2.37912860449e-05,0.2276785714285714,0.9319578981215568,0.6023252835851812,0.9319578981215568,SAMN26850566,SRR18462940
91,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR19335426,0.2276785714285714,102,0.0001250373886309,0.2276785714285714,0.9319578981215568,0.6518587963843934,0.9319578981215568,SAMN28546181,SRR19335426
92,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR3019206,0.226457399103139,101,6.59027171494e-05,0.226457399103139,0.9317192579882416,0.6322732586398556,0.9317192579882416,SAMN04263494,SRR3019206
93,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3241568,0.2254464285714285,101,1.78253843002e-05,0.2254464285714285,0.9315207661244468,0.5941009705706005,0.9315207661244468,SAMN04567819,SRR3241568
94,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR8358439,0.2254464285714285,101,6.52770201621e-05,0.2254464285714285,0.9315207661244468,0.631986077491044,0.9315207661244468,SAMN03795198,SRR8358439
95,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR14589079,0.2254464285714285,101,1.70646763058e-05,0.2254464285714285,0.9315207661244468,0.5928683450506862,0.9315207661244468,SAMN08630174,SRR14589079
96,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR15076400,0.2254464285714285,101,2.69608909586e-05,0.2254464285714285,0.9315207661244468,0.6059235495089716,0.9315207661244468,SAMN16357595,SRR15076400
97,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR5812376,0.2242152466367713,100,6.86648127167e-05,0.2242152466367713,0.9312778904249464,0.6335110047338938,0.9312778904249464,SAMN07185489,SRR5812376
98,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR16501719,0.2242152466367713,100,4.99597574154e-05,0.2242152466367713,0.9312778904249464,0.6239876172967368,0.9312778904249464,SAMN19836676,SRR16501719
99,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",ERR10036468,0.2232142857142857,100,3.68630842384e-05,0.2232142857142857,0.931079492589336,0.6150182040242318,0.931079492589336,SAMEA8898434,ERR10036468
100,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR4125025,0.2232142857142857,100,6.44569533905e-05,0.2232142857142857,0.931079492589336,0.6316057240577176,0.931079492589336,SAMN04875590,SRR4125025
101,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR2925116,0.2232142857142857,100,9.53778010075e-05,0.2232142857142857,0.931079492589336,0.6435050732600084,0.931079492589336,SAMN04262345,SRR2925116
102,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR3028128,0.2232142857142857,100,6.58041497412e-05,0.2232142857142857,0.931079492589336,0.6322283121224235,0.931079492589336,SAMN04263490,SRR3028128
103,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR7412678,0.2232142857142857,100,9.370385085345468e-06,0.2232142857142857,0.931079492589336,0.5761831485247463,0.931079492589336,SAMN09463984,SRR7412678
104,"GCF_024029895.1 Buchnera aphidicola (Periphyllus lyropictus) strain=Pl-LLN, ASM2402989v1",SRR15070057,0.2232142857142857,100,1.45730893623e-05,0.2232142857142857,0.931079492589336,0.5884288851698546,0.931079492589336,SAMN16357535,SRR15070057
105,"GCA_011754225.1 Buchnera aphidicola (Periphyllus lyropictus), QMUL_BucPlyr",SRR4125017,0.2219730941704036,99,4.56521408317e-05,0.2219730941704036,0.9308322991762676,0.6213137761679753,0.9308322991762676,SAMN04875589,SRR4125017
